dataset,split_name,index,mode,format,action,action_name,state,hit,passes,reliable,tc_score,tc_probe_count,tc_stage,vc_score,tc_source,vc_source
MMStar,Qwen2-VL-7B_Biased_Test,64,vcf_only,MCQ,b5_joint_center_os1,Joint-CenterMask-OptionShuffle1,vc_only_light_center,0.0,5,1,0.0,2,tc_full_two_probe,1.0,none,strong
MMStar,Qwen2-VL-7B_Biased_Test,86,vcf_only,MCQ,b5_joint_center_os1,Joint-CenterMask-OptionShuffle1,conservative_light_center,1.0,3,0,,,,,none,none
MMStar,Qwen2-VL-7B_Biased_Test,89,vcf_only,MCQ,b5_joint_center_os1,Joint-CenterMask-OptionShuffle1,vc_only_light_center,0.0,5,1,0.0,2,tc_full_two_probe,1.0,none,strong
MMStar,Qwen2-VL-7B_Biased_Test,94,vcf_only,MCQ,b5_joint_center_os1,Joint-CenterMask-OptionShuffle1,vc_only_light_center,0.0,5,1,0.0,2,tc_full_two_probe,2.0,none,strong
MMStar,Qwen2-VL-7B_Biased_Test,96,vcf_only,MCQ,b5_tc_os1_direct,Text-OptionShuffle1,text,1.0,5,1,2.0,2,tc_full_two_probe,0.0,option_shuffle,none
MMStar,Qwen2-VL-7B_Biased_Test,103,vcf_only,MCQ,b5_joint_center_os1,Joint-CenterMask-OptionShuffle1,conservative_light_center,0.0,3,0,,,,,none,none
MMStar,Qwen2-VL-7B_Biased_Test,113,vcf_only,MCQ,b5_joint_center_os1,Joint-CenterMask-OptionShuffle1,vc_only_light_center,1.0,5,1,0.0,2,tc_full_two_probe,2.0,none,center
MMStar,Qwen2-VL-7B_Biased_Test,114,vcf_only,MCQ,b5_joint_center_os1,Joint-CenterMask-OptionShuffle1,vc_only_light_center,1.0,5,1,0.0,2,tc_full_two_probe,1.0,none,center
MMStar,Qwen2-VL-7B_Biased_Test,117,vcf_only,MCQ,b5_joint_center_os1,Joint-CenterMask-OptionShuffle1,vc_only_light_center,1.0,5,1,0.0,2,tc_full_two_probe,1.0,none,strong
MMStar,Qwen2-VL-7B_Biased_Test,123,vcf_only,MCQ,b5_joint_center_os1,Joint-CenterMask-OptionShuffle1,vc_only_light_center,1.0,5,1,0.0,2,tc_full_two_probe,1.0,none,strong
MMStar,Qwen2-VL-7B_Biased_Test,124,vcf_only,MCQ,b5_joint_center_os1,Joint-CenterMask-OptionShuffle1,joint_center,1.0,5,1,2.0,2,tc_full_two_probe,1.0,option_shuffle,center
MMStar,Qwen2-VL-7B_Biased_Test,126,vcf_only,MCQ,b5_joint_center_os1,Joint-CenterMask-OptionShuffle1,vc_only_light_center,0.0,5,1,0.0,2,tc_full_two_probe,1.0,none,center
MMStar,Qwen2-VL-7B_Biased_Test,128,vcf_only,MCQ,b5_joint_center_os1,Joint-CenterMask-OptionShuffle1,vc_only_light_center,0.0,5,1,0.0,2,tc_full_two_probe,1.0,none,strong
MMStar,Qwen2-VL-7B_Biased_Test,139,vcf_only,MCQ,b5_joint_center_os1,Joint-CenterMask-OptionShuffle1,vc_only_light_center,0.0,5,1,0.0,2,tc_full_two_probe,2.0,none,center
MMStar,Qwen2-VL-7B_Biased_Test,144,vcf_only,MCQ,b5_joint_center_os1,Joint-CenterMask-OptionShuffle1,vc_only_light_center,1.0,5,1,0.0,2,tc_full_two_probe,2.0,none,center
MMStar,Qwen2-VL-7B_Biased_Test,146,vcf_only,MCQ,b5_joint_center_os1,Joint-CenterMask-OptionShuffle1,conservative_light_center,0.0,3,0,,,,,none,none
MMStar,Qwen2-VL-7B_Biased_Test,147,vcf_only,MCQ,b5_joint_center_os1,Joint-CenterMask-OptionShuffle1,vc_only_light_center,0.0,5,1,0.0,2,tc_full_two_probe,1.0,none,center
MMStar,Qwen2-VL-7B_Biased_Test,148,tcf_only,MCQ,b5_joint_center_os1,Joint-CenterMask-OptionShuffle1,conservative_light_center,0.0,3,0,,,,,none,none
MMStar,Qwen2-VL-7B_Biased_Test,152,vcf_only,MCQ,b5_joint_center_os1,Joint-CenterMask-OptionShuffle1,vc_only_light_center,0.0,5,1,0.0,2,tc_full_two_probe,1.0,none,center
MMStar,Qwen2-VL-7B_Biased_Test,158,vcf_only,MCQ,b5_joint_center_os1,Joint-CenterMask-OptionShuffle1,conservative_light_center,1.0,3,0,,,,,none,none
MMStar,Qwen2-VL-7B_Biased_Test,167,vcf_only,MCQ,b5_joint_strong_os1,Joint-StrongBlur-OptionShuffle1,joint_strong,0.0,5,1,2.0,2,tc_full_two_probe,1.0,option_shuffle,strong
MMStar,Qwen2-VL-7B_Biased_Test,168,both,MCQ,b5_joint_center_os1,Joint-CenterMask-OptionShuffle1,conservative_light_center,1.0,3,0,,,,,none,none
MMStar,Qwen2-VL-7B_Biased_Test,171,both,MCQ,b5_joint_center_os1,Joint-CenterMask-OptionShuffle1,conservative_light_center,0.0,3,0,,,,,none,none
MMStar,Qwen2-VL-7B_Biased_Test,252,vcf_only,MCQ,b5_joint_center_os1,Joint-CenterMask-OptionShuffle1,vc_only_light_center,0.0,5,1,0.0,2,tc_full_two_probe,1.0,none,center
MMStar,Qwen2-VL-7B_Biased_Test,253,tcf_only,MCQ,b5_joint_center_os1,Joint-CenterMask-OptionShuffle1,conservative_light_center,0.0,3,0,,,,,none,none
MMStar,Qwen2-VL-7B_Biased_Test,254,vcf_only,MCQ,b5_joint_center_os1,Joint-CenterMask-OptionShuffle1,conservative_light_center,0.0,3,1,0.0,2,tc_full_two_probe,0.0,none,none
MMStar,Qwen2-VL-7B_Biased_Test,256,vcf_only,MCQ,b5_joint_center_os1,Joint-CenterMask-OptionShuffle1,conservative_light_center,0.0,3,0,,,,,none,none
MMStar,Qwen2-VL-7B_Biased_Test,257,vcf_only,MCQ,b5_joint_center_os1,Joint-CenterMask-OptionShuffle1,vc_only_light_center,0.0,5,1,0.0,2,tc_full_two_probe,2.0,none,strong
MMStar,Qwen2-VL-7B_Biased_Test,258,vcf_only,MCQ,b5_joint_center_os1,Joint-CenterMask-OptionShuffle1,vc_only_light_center,0.0,5,1,0.0,2,tc_full_two_probe,1.0,none,center
MMStar,Qwen2-VL-7B_Biased_Test,259,vcf_only,MCQ,b5_joint_center_os1,Joint-CenterMask-OptionShuffle1,conservative_light_center,0.0,3,0,,,,,none,none
MMStar,Qwen2-VL-7B_Biased_Test,261,vcf_only,MCQ,b5_joint_center_os1,Joint-CenterMask-OptionShuffle1,conservative_light_center,0.0,3,0,,,,,none,none
MMStar,Qwen2-VL-7B_Biased_Test,262,vcf_only,MCQ,b5_joint_center_os1,Joint-CenterMask-OptionShuffle1,vc_only_light_center,0.0,5,1,0.0,2,tc_full_two_probe,1.0,none,center
MMStar,Qwen2-VL-7B_Biased_Test,268,vcf_only,MCQ,b5_joint_center_os1,Joint-CenterMask-OptionShuffle1,vc_only_light_center,0.0,5,1,0.0,2,tc_full_two_probe,1.0,none,strong
MMStar,Qwen2-VL-7B_Biased_Test,269,vcf_only,MCQ,b5_joint_center_os1,Joint-CenterMask-OptionShuffle1,conservative_light_center,1.0,3,0,,,,,none,none
MMStar,Qwen2-VL-7B_Biased_Test,281,vcf_only,MCQ,b5_joint_center_os1,Joint-CenterMask-OptionShuffle1,vc_only_light_center,0.0,5,1,0.0,2,tc_full_two_probe,1.0,none,center
MMStar,Qwen2-VL-7B_Biased_Test,282,vcf_only,MCQ,b5_joint_center_os1,Joint-CenterMask-OptionShuffle1,vc_only_light_center,1.0,5,1,0.0,2,tc_full_two_probe,2.0,none,center
MMStar,Qwen2-VL-7B_Biased_Test,284,vcf_only,MCQ,b5_joint_center_os1,Joint-CenterMask-OptionShuffle1,vc_only_light_center,1.0,5,1,0.0,2,tc_full_two_probe,1.0,none,center
MMStar,Qwen2-VL-7B_Biased_Test,286,vcf_only,MCQ,b5_joint_center_os1,Joint-CenterMask-OptionShuffle1,vc_only_light_center,0.0,5,1,0.0,2,tc_full_two_probe,2.0,none,strong
MMStar,Qwen2-VL-7B_Biased_Test,288,vcf_only,MCQ,b5_joint_center_os1,Joint-CenterMask-OptionShuffle1,vc_only_light_center,0.0,5,1,0.0,2,tc_full_two_probe,2.0,none,strong
MMStar,Qwen2-VL-7B_Biased_Test,292,vcf_only,MCQ,b5_joint_center_os1,Joint-CenterMask-OptionShuffle1,vc_only_light_center,0.0,5,1,0.0,2,tc_full_two_probe,1.0,none,center
MMStar,Qwen2-VL-7B_Biased_Test,293,vcf_only,MCQ,b5_joint_center_os1,Joint-CenterMask-OptionShuffle1,vc_only_light_center,0.0,5,1,0.0,2,tc_full_two_probe,2.0,none,strong
MMStar,Qwen2-VL-7B_Biased_Test,296,tcf_only,MCQ,b5_joint_center_os1,Joint-CenterMask-OptionShuffle1,conservative_light_center,1.0,3,0,,,,,none,none
MMStar,Qwen2-VL-7B_Biased_Test,299,vcf_only,MCQ,b5_joint_center_os1,Joint-CenterMask-OptionShuffle1,vc_only_light_center,0.0,5,1,0.0,2,tc_full_two_probe,2.0,none,strong
MMStar,Qwen2-VL-7B_Biased_Test,302,vcf_only,MCQ,b5_joint_center_os1,Joint-CenterMask-OptionShuffle1,vc_only_light_center,0.0,5,1,0.0,2,tc_full_two_probe,1.0,none,strong
MMStar,Qwen2-VL-7B_Biased_Test,304,vcf_only,MCQ,b5_joint_center_os1,Joint-CenterMask-OptionShuffle1,vc_only_light_center,0.0,5,1,0.0,2,tc_full_two_probe,1.0,none,center
MMStar,Qwen2-VL-7B_Biased_Test,311,vcf_only,MCQ,b5_joint_center_os1,Joint-CenterMask-OptionShuffle1,vc_only_light_center,0.0,5,1,0.0,2,tc_full_two_probe,2.0,none,strong
MMStar,Qwen2-VL-7B_Biased_Test,314,vcf_only,MCQ,b5_joint_center_os1,Joint-CenterMask-OptionShuffle1,vc_only_light_center,0.0,5,1,0.0,2,tc_full_two_probe,1.0,none,strong
MMStar,Qwen2-VL-7B_Biased_Test,318,vcf_only,MCQ,b5_joint_center_os1,Joint-CenterMask-OptionShuffle1,vc_only_light_center,0.0,5,1,0.0,2,tc_full_two_probe,1.0,none,strong
MMStar,Qwen2-VL-7B_Biased_Test,319,vcf_only,MCQ,b5_joint_center_os1,Joint-CenterMask-OptionShuffle1,vc_only_light_center,0.0,5,1,0.0,2,tc_full_two_probe,1.0,none,center
MMStar,Qwen2-VL-7B_Biased_Test,328,vcf_only,MCQ,b5_joint_center_os1,Joint-CenterMask-OptionShuffle1,conservative_light_center,0.0,3,0,,,,,none,none
MMStar,Qwen2-VL-7B_Biased_Test,346,vcf_only,MCQ,b5_joint_center_os1,Joint-CenterMask-OptionShuffle1,vc_only_light_center,0.0,5,1,0.0,2,tc_full_two_probe,2.0,none,center
MMStar,Qwen2-VL-7B_Biased_Test,374,vcf_only,MCQ,b5_joint_center_os1,Joint-CenterMask-OptionShuffle1,vc_only_light_center,1.0,5,1,0.0,2,tc_full_two_probe,1.0,none,center
MMStar,Qwen2-VL-7B_Biased_Test,402,vcf_only,MCQ,b5_joint_center_os1,Joint-CenterMask-OptionShuffle1,vc_only_light_center,0.0,5,1,0.0,2,tc_full_two_probe,1.0,none,strong
MMStar,Qwen2-VL-7B_Biased_Test,418,vcf_only,MCQ,b5_joint_center_os1,Joint-CenterMask-OptionShuffle1,conservative_light_center,0.0,3,0,,,,,none,none
MMStar,Qwen2-VL-7B_Biased_Test,419,vcf_only,MCQ,b5_joint_center_os1,Joint-CenterMask-OptionShuffle1,vc_only_light_center,1.0,5,1,0.0,2,tc_full_two_probe,2.0,none,strong
MMStar,Qwen2-VL-7B_Biased_Test,424,both,MCQ,b5_joint_center_os1,Joint-CenterMask-OptionShuffle1,conservative_light_center,1.0,3,0,,,,,none,none
MMStar,Qwen2-VL-7B_Biased_Test,434,vcf_only,MCQ,b5_joint_center_os1,Joint-CenterMask-OptionShuffle1,conservative_light_center,1.0,3,0,,,,,none,none
MMStar,Qwen2-VL-7B_Biased_Test,436,vcf_only,MCQ,b5_joint_center_os1,Joint-CenterMask-OptionShuffle1,vc_only_light_center,0.0,5,1,0.0,2,tc_full_two_probe,2.0,none,center
MMStar,Qwen2-VL-7B_Biased_Test,443,vcf_only,MCQ,b5_joint_center_os1,Joint-CenterMask-OptionShuffle1,joint_center,0.0,5,1,2.0,2,tc_full_two_probe,2.0,option_shuffle,center
MMStar,Qwen2-VL-7B_Biased_Test,447,tcf_only,MCQ,b5_joint_center_os1,Joint-CenterMask-OptionShuffle1,conservative_light_center,0.0,3,0,,,,,none,none
MMStar,Qwen2-VL-7B_Biased_Test,451,vcf_only,MCQ,b5_joint_strong_os1,Joint-StrongBlur-OptionShuffle1,joint_strong,0.0,5,1,2.0,2,tc_full_two_probe,1.0,option_shuffle,strong
MMStar,Qwen2-VL-7B_Biased_Test,458,tcf_only,MCQ,b5_joint_center_os1,Joint-CenterMask-OptionShuffle1,conservative_light_center,0.0,3,0,,,,,none,none
MMStar,Qwen2-VL-7B_Biased_Test,464,both,MCQ,b5_joint_center_os1,Joint-CenterMask-OptionShuffle1,conservative_light_center,0.0,3,0,,,,,none,none
MMStar,Qwen2-VL-7B_Biased_Test,466,vcf_only,MCQ,b5_joint_center_os1,Joint-CenterMask-OptionShuffle1,vc_only_light_center,0.0,5,1,0.0,2,tc_full_two_probe,2.0,none,strong
MMStar,Qwen2-VL-7B_Biased_Test,472,vcf_only,MCQ,b5_joint_center_os1,Joint-CenterMask-OptionShuffle1,vc_only_light_center,0.0,5,1,0.0,2,tc_full_two_probe,2.0,none,center
MMStar,Qwen2-VL-7B_Biased_Test,477,tcf_only,MCQ,b5_joint_center_os1,Joint-CenterMask-OptionShuffle1,conservative_light_center,0.0,3,0,,,,,none,none
MMStar,Qwen2-VL-7B_Biased_Test,484,vcf_only,MCQ,b5_joint_center_os1,Joint-CenterMask-OptionShuffle1,conservative_light_center,0.0,3,0,,,,,none,none
MMStar,Qwen2-VL-7B_Biased_Test,488,both,MCQ,b5_joint_center_os1,Joint-CenterMask-OptionShuffle1,conservative_light_center,0.0,3,0,,,,,none,none
MMStar,Qwen2-VL-7B_Biased_Test,491,tcf_only,MCQ,b5_joint_center_os1,Joint-CenterMask-OptionShuffle1,vc_only_light_center,0.0,5,1,0.0,2,tc_full_two_probe,1.0,none,center
MMStar,Qwen2-VL-7B_Biased_Test,492,vcf_only,MCQ,b5_joint_center_os1,Joint-CenterMask-OptionShuffle1,vc_only_light_center,0.0,5,1,0.0,2,tc_full_two_probe,1.0,none,center
MMStar,Qwen2-VL-7B_Biased_Test,497,vcf_only,MCQ,b5_joint_center_os1,Joint-CenterMask-OptionShuffle1,conservative_light_center,0.0,3,0,,,,,none,none
MMStar,Qwen2-VL-7B_Biased_Test,498,vcf_only,MCQ,b5_joint_center_os1,Joint-CenterMask-OptionShuffle1,vc_only_light_center,0.0,5,1,0.0,2,tc_full_two_probe,1.0,none,center
MMStar,Qwen2-VL-7B_Biased_Test,504,vcf_only,MCQ,b5_joint_center_os1,Joint-CenterMask-OptionShuffle1,vc_only_light_center,0.0,5,1,0.0,2,tc_full_two_probe,1.0,none,center
MMStar,Qwen2-VL-7B_Biased_Test,506,vcf_only,MCQ,b5_joint_center_os1,Joint-CenterMask-OptionShuffle1,conservative_light_center,0.0,3,0,,,,,none,none
MMStar,Qwen2-VL-7B_Biased_Test,507,vcf_only,MCQ,b5_joint_center_os1,Joint-CenterMask-OptionShuffle1,vc_only_light_center,0.0,5,1,0.0,2,tc_full_two_probe,2.0,none,strong
MMStar,Qwen2-VL-7B_Biased_Test,508,vcf_only,MCQ,b5_joint_center_os1,Joint-CenterMask-OptionShuffle1,vc_only_light_center,1.0,5,1,0.0,2,tc_full_two_probe,1.0,none,center
MMStar,Qwen2-VL-7B_Biased_Test,512,vcf_only,MCQ,b5_joint_center_os1,Joint-CenterMask-OptionShuffle1,vc_only_light_center,0.0,5,1,0.0,2,tc_full_two_probe,2.0,none,strong
MMStar,Qwen2-VL-7B_Biased_Test,513,both,MCQ,b5_joint_center_os1,Joint-CenterMask-OptionShuffle1,conservative_light_center,1.0,3,0,,,,,none,none
MMStar,Qwen2-VL-7B_Biased_Test,516,vcf_only,MCQ,b5_joint_center_os1,Joint-CenterMask-OptionShuffle1,conservative_light_center,0.0,3,0,,,,,none,none
MMStar,Qwen2-VL-7B_Biased_Test,518,vcf_only,MCQ,b5_joint_center_os1,Joint-CenterMask-OptionShuffle1,conservative_light_center,0.0,3,0,,,,,none,none
MMStar,Qwen2-VL-7B_Biased_Test,519,vcf_only,MCQ,b5_joint_center_os1,Joint-CenterMask-OptionShuffle1,vc_only_light_center,1.0,5,1,0.0,2,tc_full_two_probe,2.0,none,center
MMStar,Qwen2-VL-7B_Biased_Test,524,vcf_only,MCQ,b5_joint_center_os1,Joint-CenterMask-OptionShuffle1,vc_only_light_center,1.0,5,1,0.0,2,tc_full_two_probe,2.0,none,strong
MMStar,Qwen2-VL-7B_Biased_Test,526,vcf_only,MCQ,b5_joint_center_os1,Joint-CenterMask-OptionShuffle1,conservative_light_center,0.0,3,0,,,,,none,none
MMStar,Qwen2-VL-7B_Biased_Test,531,vcf_only,MCQ,b5_joint_center_os1,Joint-CenterMask-OptionShuffle1,vc_only_light_center,0.0,5,1,0.0,2,tc_full_two_probe,1.0,none,center
MMStar,Qwen2-VL-7B_Biased_Test,533,vcf_only,MCQ,b5_joint_center_os1,Joint-CenterMask-OptionShuffle1,conservative_light_center,0.0,3,0,,,,,none,none
MMStar,Qwen2-VL-7B_Biased_Test,539,vcf_only,MCQ,b5_joint_center_os1,Joint-CenterMask-OptionShuffle1,vc_only_light_center,1.0,5,1,0.0,2,tc_full_two_probe,2.0,none,center
MMStar,Qwen2-VL-7B_Biased_Test,544,vcf_only,MCQ,b5_joint_strong_os1,Joint-StrongBlur-OptionShuffle1,joint_strong,0.0,5,1,2.0,2,tc_full_two_probe,2.0,option_shuffle,strong
MMStar,Qwen2-VL-7B_Biased_Test,546,tcf_only,MCQ,b5_joint_center_os1,Joint-CenterMask-OptionShuffle1,conservative_light_center,1.0,3,0,,,,,none,none
MMStar,Qwen2-VL-7B_Biased_Test,591,vcf_only,MCQ,b5_joint_center_os1,Joint-CenterMask-OptionShuffle1,vc_only_light_center,0.0,5,1,0.0,2,tc_full_two_probe,2.0,none,center
MMStar,Qwen2-VL-7B_Biased_Test,594,vcf_only,MCQ,b5_joint_center_os1,Joint-CenterMask-OptionShuffle1,vc_only_light_center,1.0,5,1,0.0,2,tc_full_two_probe,1.0,none,strong
MMStar,Qwen2-VL-7B_Biased_Test,599,vcf_only,MCQ,b5_joint_center_os1,Joint-CenterMask-OptionShuffle1,vc_only_light_center,1.0,5,1,0.0,2,tc_full_two_probe,2.0,none,center
MMStar,Qwen2-VL-7B_Biased_Test,601,both,MCQ,b5_joint_strong_os1,Joint-StrongBlur-OptionShuffle1,joint_strong,1.0,5,1,2.0,2,tc_full_two_probe,1.0,option_shuffle,strong
MMStar,Qwen2-VL-7B_Biased_Test,624,vcf_only,MCQ,b5_joint_center_os1,Joint-CenterMask-OptionShuffle1,conservative_light_center,0.0,3,0,,,,,none,none
MMStar,Qwen2-VL-7B_Biased_Test,627,both,MCQ,b5_joint_center_os1,Joint-CenterMask-OptionShuffle1,conservative_light_center,0.0,3,0,,,,,none,none
MMStar,Qwen2-VL-7B_Biased_Test,643,vcf_only,MCQ,b5_joint_center_os1,Joint-CenterMask-OptionShuffle1,vc_only_light_center,0.0,5,1,0.0,2,tc_full_two_probe,2.0,none,strong
MMStar,Qwen2-VL-7B_Biased_Test,646,tcf_only,MCQ,b5_joint_center_os1,Joint-CenterMask-OptionShuffle1,conservative_light_center,0.0,3,0,,,,,none,none
MMStar,Qwen2-VL-7B_Biased_Test,653,vcf_only,MCQ,b5_joint_center_os1,Joint-CenterMask-OptionShuffle1,vc_only_light_center,0.0,5,1,0.0,2,tc_full_two_probe,2.0,none,strong
MMStar,Qwen2-VL-7B_Biased_Test,656,tcf_only,MCQ,b5_joint_center_os1,Joint-CenterMask-OptionShuffle1,conservative_light_center,0.0,3,0,,,,,none,none
MMStar,Qwen2-VL-7B_Biased_Test,659,vcf_only,MCQ,b5_joint_center_os1,Joint-CenterMask-OptionShuffle1,vc_only_light_center,0.0,5,1,0.0,2,tc_full_two_probe,2.0,none,center
MMStar,Qwen2-VL-7B_Biased_Test,669,vcf_only,MCQ,b5_joint_center_os1,Joint-CenterMask-OptionShuffle1,vc_only_light_center,0.0,5,1,0.0,2,tc_full_two_probe,1.0,none,center
MMStar,Qwen2-VL-7B_Biased_Test,679,vcf_only,MCQ,b5_joint_center_os1,Joint-CenterMask-OptionShuffle1,vc_only_light_center,1.0,5,1,0.0,2,tc_full_two_probe,1.0,none,center
MMStar,Qwen2-VL-7B_Biased_Test,681,vcf_only,MCQ,b5_joint_center_os1,Joint-CenterMask-OptionShuffle1,conservative_light_center,0.0,3,0,,,,,none,none
MMStar,Qwen2-VL-7B_Biased_Test,688,tcf_only,MCQ,b5_joint_center_os1,Joint-CenterMask-OptionShuffle1,conservative_light_center,1.0,3,0,,,,,none,none
MMStar,Qwen2-VL-7B_Biased_Test,737,vcf_only,MCQ,b5_joint_center_os1,Joint-CenterMask-OptionShuffle1,vc_only_light_center,1.0,5,1,0.0,2,tc_full_two_probe,2.0,none,strong
MMStar,Qwen2-VL-7B_Biased_Test,738,tcf_only,MCQ,b5_joint_center_os1,Joint-CenterMask-OptionShuffle1,conservative_light_center,1.0,3,0,,,,,none,none
MMStar,Qwen2-VL-7B_Biased_Test,739,vcf_only,MCQ,b5_joint_center_os1,Joint-CenterMask-OptionShuffle1,vc_only_light_center,1.0,5,1,0.0,2,tc_full_two_probe,1.0,none,strong
MMStar,Qwen2-VL-7B_Biased_Test,752,vcf_only,MCQ,b5_joint_center_os1,Joint-CenterMask-OptionShuffle1,vc_only_light_center,0.0,5,1,0.0,2,tc_full_two_probe,1.0,none,center
MMStar,Qwen2-VL-7B_Biased_Test,754,vcf_only,MCQ,b5_joint_center_os1,Joint-CenterMask-OptionShuffle1,vc_only_light_center,1.0,5,1,0.0,2,tc_full_two_probe,2.0,none,center
MMStar,Qwen2-VL-7B_Biased_Test,757,vcf_only,MCQ,b5_joint_center_os1,Joint-CenterMask-OptionShuffle1,conservative_light_center,0.0,3,0,,,,,none,none
MMStar,Qwen2-VL-7B_Biased_Test,761,vcf_only,MCQ,b5_joint_center_os1,Joint-CenterMask-OptionShuffle1,conservative_light_center,0.0,3,0,,,,,none,none
MMStar,Qwen2-VL-7B_Biased_Test,763,vcf_only,MCQ,b5_joint_center_os1,Joint-CenterMask-OptionShuffle1,vc_only_light_center,0.0,5,1,0.0,2,tc_full_two_probe,1.0,none,strong
MMStar,Qwen2-VL-7B_Biased_Test,766,vcf_only,MCQ,b5_joint_center_os1,Joint-CenterMask-OptionShuffle1,vc_only_light_center,0.0,5,1,0.0,2,tc_full_two_probe,1.0,none,center
MMStar,Qwen2-VL-7B_Biased_Test,781,vcf_only,MCQ,b5_joint_center_os1,Joint-CenterMask-OptionShuffle1,conservative_light_center,0.0,3,0,,,,,none,none
MMStar,Qwen2-VL-7B_Biased_Test,786,vcf_only,MCQ,b5_joint_center_os1,Joint-CenterMask-OptionShuffle1,conservative_light_center,0.0,3,0,,,,,none,none
MMStar,Qwen2-VL-7B_Biased_Test,787,vcf_only,MCQ,b5_joint_center_os1,Joint-CenterMask-OptionShuffle1,conservative_light_center,0.0,3,0,,,,,none,none
MMStar,Qwen2-VL-7B_Biased_Test,789,tcf_only,MCQ,b5_joint_center_os1,Joint-CenterMask-OptionShuffle1,conservative_light_center,1.0,3,0,,,,,none,none
MMStar,Qwen2-VL-7B_Biased_Test,791,vcf_only,MCQ,b5_joint_center_os1,Joint-CenterMask-OptionShuffle1,vc_only_light_center,0.0,5,1,0.0,2,tc_full_two_probe,1.0,none,center
MMStar,Qwen2-VL-7B_Biased_Test,794,vcf_only,MCQ,b5_joint_center_os1,Joint-CenterMask-OptionShuffle1,conservative_light_center,1.0,3,0,,,,,none,none
MMStar,Qwen2-VL-7B_Biased_Test,796,vcf_only,MCQ,b5_joint_center_os1,Joint-CenterMask-OptionShuffle1,conservative_light_center,1.0,3,0,,,,,none,none
MMStar,Qwen2-VL-7B_Biased_Test,799,vcf_only,MCQ,b5_joint_center_os1,Joint-CenterMask-OptionShuffle1,conservative_light_center,0.0,3,0,,,,,none,none
MMStar,Qwen2-VL-7B_Biased_Test,804,vcf_only,MCQ,b5_joint_center_os1,Joint-CenterMask-OptionShuffle1,conservative_light_center,0.0,3,1,0.0,2,tc_full_two_probe,0.0,none,none
MMStar,Qwen2-VL-7B_Biased_Test,818,tcf_only,MCQ,b5_joint_center_os1,Joint-CenterMask-OptionShuffle1,conservative_light_center,0.0,3,0,,,,,none,none
MMStar,Qwen2-VL-7B_Biased_Test,834,vcf_only,MCQ,b5_joint_center_os1,Joint-CenterMask-OptionShuffle1,conservative_light_center,0.0,3,0,,,,,none,none
MMStar,Qwen2-VL-7B_Biased_Test,851,vcf_only,MCQ,b5_joint_center_os1,Joint-CenterMask-OptionShuffle1,conservative_light_center,1.0,3,0,,,,,none,none
