dataset,split_name,index,mode,route_mode,prediction,answer,hit,T_on,V_on,T_strength,V_strength,tc_pred,vc_pred,vc_envelope_pred,vc_sci_pred,support_size,labels_n,conflict,vc_source,vc_bridge_source,grec_soft_swcr,grec_hard_composition,grec_hard_argmax,operator_agree,joint_conflict,format,state,action,aggregation_status,stable_hit,mode_confidence
MMStar,LLaVA-NeXT-8B_Biased_Test,74,tcf_only,tcf_only,C,A,0.0,1,0,1.0,0.0,C,A,C,A,1,4,0,gray,gray,C,C,C,0,0,MCQ,grec_hard_composition_gate,GroundedResidualEnergyCompositionHard,true_mcq_grec_hard,,
MMStar,LLaVA-NeXT-8B_Biased_Test,79,tcf_only,tcf_only,C,A,0.0,1,0,0.168216510626213,0.0,C,A,C,A,1,4,1,centermask,centermask,C,C,C,0,0,MCQ,grec_hard_composition_gate,GroundedResidualEnergyCompositionHard,true_mcq_grec_hard,,
MMStar,LLaVA-NeXT-8B_Biased_Test,83,vcf_only,vcf_only,A,D,0.0,0,1,0.0,1.0,D,D,A,A,4,4,1,strongblur,centermask,A,A,A,0,0,MCQ,grec_hard_composition_gate,GroundedResidualEnergyCompositionHard,true_mcq_grec_hard,,
MMStar,LLaVA-NeXT-8B_Biased_Test,94,vcf_only,vcf_only,B,A,0.0,0,1,0.0,0.9277921226133731,B,B,B,B,4,4,0,gray,gray,B,B,B,1,0,MCQ,grec_hard_composition_gate,GroundedResidualEnergyCompositionHard,true_mcq_grec_hard,,
MMStar,LLaVA-NeXT-8B_Biased_Test,101,vcf_only,vcf_only,C,B,0.0,0,1,0.0,0.1854973304003666,C,C,C,C,4,4,0,gray,gray,C,C,C,1,0,MCQ,grec_hard_composition_gate,GroundedResidualEnergyCompositionHard,true_mcq_grec_hard,,
MMStar,LLaVA-NeXT-8B_Biased_Test,106,tcf_only,tcf_only,B,C,0.0,1,0,0.0,0.0,B,B,B,B,1,4,0,centermask,centermask,B,B,B,1,0,MCQ,grec_hard_composition_gate,GroundedResidualEnergyCompositionHard,true_mcq_grec_hard,,
MMStar,LLaVA-NeXT-8B_Biased_Test,107,tcf_only,tcf_only,C,D,0.0,1,0,0.17347652784106726,0.0,C,C,C,B,1,4,1,gray,gray,C,C,C,0,0,MCQ,grec_hard_composition_gate,GroundedResidualEnergyCompositionHard,true_mcq_grec_hard,,
MMStar,LLaVA-NeXT-8B_Biased_Test,112,vcf_only,vcf_only,B,D,0.0,0,1,0.0,0.06613021976948709,B,B,B,B,4,4,0,strongblur,strongblur,B,B,B,1,0,MCQ,grec_hard_composition_gate,GroundedResidualEnergyCompositionHard,true_mcq_grec_hard,,
MMStar,LLaVA-NeXT-8B_Biased_Test,113,vcf_only,vcf_only,B,B,1.0,0,1,0.0,1.0,C,B,D,B,4,4,1,gray,gray,B,B,B,0,0,MCQ,grec_hard_composition_gate,GroundedResidualEnergyCompositionHard,true_mcq_grec_hard,,
MMStar,LLaVA-NeXT-8B_Biased_Test,119,both,both,B,D,0.0,1,1,0.1266791810259722,0.3925091226124584,B,C,B,A,1,4,1,centermask,gray,D,B,B,0,1,MCQ,grec_hard_composition_gate,GroundedResidualEnergyCompositionHard,true_mcq_grec_hard,,
MMStar,LLaVA-NeXT-8B_Biased_Test,123,both,both,B,A,0.0,1,1,0.0,0.3925091226124584,B,C,B,C,1,4,1,centermask,centermask,B,B,B,0,1,MCQ,grec_hard_composition_gate,GroundedResidualEnergyCompositionHard,true_mcq_grec_hard,,
MMStar,LLaVA-NeXT-8B_Biased_Test,126,vcf_only,vcf_only,B,D,0.0,0,1,0.0,0.7183786456426793,B,B,B,B,4,4,0,centermask,centermask,B,B,B,1,0,MCQ,grec_hard_composition_gate,GroundedResidualEnergyCompositionHard,true_mcq_grec_hard,,
MMStar,LLaVA-NeXT-8B_Biased_Test,127,tcf_only,tcf_only,C,A,0.0,1,0,0.016049827287286433,0.0,C,C,C,A,1,4,1,strongblur,gray,C,C,C,0,0,MCQ,grec_hard_composition_gate,GroundedResidualEnergyCompositionHard,true_mcq_grec_hard,,
MMStar,LLaVA-NeXT-8B_Biased_Test,128,vcf_only,vcf_only,C,D,0.0,0,1,0.0,0.1811307048955574,D,D,D,C,4,4,1,strongblur,gray,C,C,C,0,0,MCQ,grec_hard_composition_gate,GroundedResidualEnergyCompositionHard,true_mcq_grec_hard,,
MMStar,LLaVA-NeXT-8B_Biased_Test,142,vcf_only,vcf_only,A,C,0.0,0,1,0.0,0.06099183549270725,A,A,A,A,4,4,0,strongblur,strongblur,A,A,A,1,0,MCQ,grec_hard_composition_gate,GroundedResidualEnergyCompositionHard,true_mcq_grec_hard,,
MMStar,LLaVA-NeXT-8B_Biased_Test,143,vcf_only,vcf_only,A,C,0.0,0,1,0.0,0.3925091226124584,B,B,B,A,4,4,1,strongblur,gray,A,A,A,0,0,MCQ,grec_hard_composition_gate,GroundedResidualEnergyCompositionHard,true_mcq_grec_hard,,
MMStar,LLaVA-NeXT-8B_Biased_Test,144,vcf_only,vcf_only,D,C,0.0,0,1,0.0,0.22621122086382678,D,C,A,D,4,4,0,gray,gray,D,D,D,1,0,MCQ,grec_hard_composition_gate,GroundedResidualEnergyCompositionHard,true_mcq_grec_hard,,
MMStar,LLaVA-NeXT-8B_Biased_Test,148,vcf_only,vcf_only,A,C,0.0,0,1,0.0,0.3925091226124584,B,B,B,A,4,4,1,gray,gray,A,A,A,0,0,MCQ,grec_hard_composition_gate,GroundedResidualEnergyCompositionHard,true_mcq_grec_hard,,
MMStar,LLaVA-NeXT-8B_Biased_Test,149,vcf_only,vcf_only,C,B,0.0,0,1,0.0,0.510838204897148,C,C,C,C,4,4,0,gray,gray,C,C,C,1,0,MCQ,grec_hard_composition_gate,GroundedResidualEnergyCompositionHard,true_mcq_grec_hard,,
MMStar,LLaVA-NeXT-8B_Biased_Test,152,vcf_only,vcf_only,D,C,0.0,0,1,0.0,0.22841477475974092,B,B,B,D,4,4,1,gray,gray,D,D,D,0,0,MCQ,grec_hard_composition_gate,GroundedResidualEnergyCompositionHard,true_mcq_grec_hard,,
MMStar,LLaVA-NeXT-8B_Biased_Test,252,vcf_only,vcf_only,B,B,1.0,0,1,0.0,0.9310181106081029,B,B,B,B,4,4,0,gray,gray,B,B,B,1,0,MCQ,grec_hard_composition_gate,GroundedResidualEnergyCompositionHard,true_mcq_grec_hard,,
MMStar,LLaVA-NeXT-8B_Biased_Test,253,tcf_only,tcf_only,C,C,1.0,1,0,0.06159335077371031,0.0,C,C,C,B,2,4,1,centermask,centermask,C,C,C,0,0,MCQ,grec_hard_composition_gate,GroundedResidualEnergyCompositionHard,true_mcq_grec_hard,,
MMStar,LLaVA-NeXT-8B_Biased_Test,256,vcf_only,vcf_only,B,C,0.0,0,1,0.0,0.9099945299992823,B,B,B,B,4,4,0,gray,gray,B,B,B,1,0,MCQ,grec_hard_composition_gate,GroundedResidualEnergyCompositionHard,true_mcq_grec_hard,,
MMStar,LLaVA-NeXT-8B_Biased_Test,257,vcf_only,vcf_only,C,A,0.0,0,1,0.0,0.9998899167204074,A,C,C,C,4,4,1,strongblur,gray,C,C,C,0,0,MCQ,grec_hard_composition_gate,GroundedResidualEnergyCompositionHard,true_mcq_grec_hard,,
MMStar,LLaVA-NeXT-8B_Biased_Test,258,vcf_only,vcf_only,C,C,1.0,0,1,0.0,0.7387372022062866,A,C,A,C,4,4,1,gray,gray,C,C,C,0,0,MCQ,grec_hard_composition_gate,GroundedResidualEnergyCompositionHard,true_mcq_grec_hard,,
MMStar,LLaVA-NeXT-8B_Biased_Test,259,both,both,C,A,0.0,1,1,0.11885876109752758,0.3925091226124584,C,D,D,B,2,4,1,strongblur,strongblur,B,C,C,0,1,MCQ,grec_hard_composition_gate,GroundedResidualEnergyCompositionHard,true_mcq_grec_hard,,
MMStar,LLaVA-NeXT-8B_Biased_Test,261,vcf_only,vcf_only,D,B,0.0,0,1,0.0,0.10765175319204565,A,A,A,D,4,4,1,gray,gray,D,D,D,0,0,MCQ,grec_hard_composition_gate,GroundedResidualEnergyCompositionHard,true_mcq_grec_hard,,
MMStar,LLaVA-NeXT-8B_Biased_Test,264,vcf_only,vcf_only,C,A,0.0,0,1,0.0,0.29000694865978904,B,B,B,C,4,4,1,centermask,gray,C,C,C,0,0,MCQ,grec_hard_composition_gate,GroundedResidualEnergyCompositionHard,true_mcq_grec_hard,,
MMStar,LLaVA-NeXT-8B_Biased_Test,269,vcf_only,vcf_only,A,D,0.0,0,1,0.0,0.849113249198667,C,C,C,A,4,4,1,gray,gray,A,A,A,0,0,MCQ,grec_hard_composition_gate,GroundedResidualEnergyCompositionHard,true_mcq_grec_hard,,
MMStar,LLaVA-NeXT-8B_Biased_Test,286,vcf_only,vcf_only,D,B,0.0,0,1,0.0,0.3699636489006309,D,D,D,D,4,4,0,gray,gray,D,D,D,1,0,MCQ,grec_hard_composition_gate,GroundedResidualEnergyCompositionHard,true_mcq_grec_hard,,
MMStar,LLaVA-NeXT-8B_Biased_Test,287,vcf_only,vcf_only,B,B,1.0,0,1,0.0,0.08251157073936534,D,D,D,D,4,4,1,centermask,centermask,B,B,B,1,0,MCQ,grec_hard_composition_gate,GroundedResidualEnergyCompositionHard,true_mcq_grec_hard,,
MMStar,LLaVA-NeXT-8B_Biased_Test,288,tcf_only,tcf_only,A,D,0.0,1,0,0.09901374297215382,0.0,A,A,A,A,1,4,1,gray,gray,A,A,A,1,0,MCQ,grec_hard_composition_gate,GroundedResidualEnergyCompositionHard,true_mcq_grec_hard,,
MMStar,LLaVA-NeXT-8B_Biased_Test,291,tcf_only,both,B,B,1.0,1,1,0.35832668022569525,0.1623193756965845,B,A,B,A,1,4,1,gray,gray,A,B,B,0,1,MCQ,grec_hard_composition_gate,GroundedResidualEnergyCompositionHard,true_mcq_grec_hard,,
MMStar,LLaVA-NeXT-8B_Biased_Test,292,vcf_only,vcf_only,D,D,1.0,0,1,0.0,0.889345460593866,D,A,A,D,4,4,0,strongblur,strongblur,D,D,D,1,0,MCQ,grec_hard_composition_gate,GroundedResidualEnergyCompositionHard,true_mcq_grec_hard,,
MMStar,LLaVA-NeXT-8B_Biased_Test,293,vcf_only,vcf_only,C,A,0.0,0,1,0.0,1.0,C,C,C,C,4,4,0,strongblur,strongblur,C,C,C,1,0,MCQ,grec_hard_composition_gate,GroundedResidualEnergyCompositionHard,true_mcq_grec_hard,,
MMStar,LLaVA-NeXT-8B_Biased_Test,294,tcf_only,both,D,A,0.0,1,1,1.0,0.2436779075719188,D,C,C,A,1,4,0,gray,gray,D,D,D,0,1,MCQ,grec_hard_composition_gate,GroundedResidualEnergyCompositionHard,true_mcq_grec_hard,,
MMStar,LLaVA-NeXT-8B_Biased_Test,297,vcf_only,vcf_only,D,D,1.0,0,1,0.0,0.12392490825391611,B,B,B,D,4,4,1,gray,gray,D,D,D,0,0,MCQ,grec_hard_composition_gate,GroundedResidualEnergyCompositionHard,true_mcq_grec_hard,,
MMStar,LLaVA-NeXT-8B_Biased_Test,306,vcf_only,vcf_only,B,D,0.0,0,1,0.0,1.0,B,C,A,B,4,4,0,strongblur,centermask,B,B,B,1,0,MCQ,grec_hard_composition_gate,GroundedResidualEnergyCompositionHard,true_mcq_grec_hard,,
MMStar,LLaVA-NeXT-8B_Biased_Test,311,vcf_only,vcf_only,A,B,0.0,0,1,0.0,0.8816277715984642,A,A,A,A,4,4,0,gray,gray,A,A,A,1,0,MCQ,grec_hard_composition_gate,GroundedResidualEnergyCompositionHard,true_mcq_grec_hard,,
MMStar,LLaVA-NeXT-8B_Biased_Test,319,vcf_only,vcf_only,D,A,0.0,0,1,0.0,0.25833391001024436,D,D,D,D,4,4,0,centermask,centermask,D,D,D,1,0,MCQ,grec_hard_composition_gate,GroundedResidualEnergyCompositionHard,true_mcq_grec_hard,,
MMStar,LLaVA-NeXT-8B_Biased_Test,324,tcf_only,tcf_only,D,C,0.0,1,0,0.04095447481638259,0.0,B,D,D,C,2,4,1,strongblur,centermask,D,D,D,0,0,MCQ,grec_hard_composition_gate,GroundedResidualEnergyCompositionHard,true_mcq_grec_hard,,
MMStar,LLaVA-NeXT-8B_Biased_Test,346,vcf_only,vcf_only,B,B,1.0,0,1,0.0,0.393603476602868,A,A,A,B,4,4,1,gray,gray,B,B,B,0,0,MCQ,grec_hard_composition_gate,GroundedResidualEnergyCompositionHard,true_mcq_grec_hard,,
MMStar,LLaVA-NeXT-8B_Biased_Test,347,vcf_only,vcf_only,D,A,0.0,0,1,0.0,0.3925091226124584,A,D,D,D,4,4,1,gray,gray,D,D,D,0,0,MCQ,grec_hard_composition_gate,GroundedResidualEnergyCompositionHard,true_mcq_grec_hard,,
MMStar,LLaVA-NeXT-8B_Biased_Test,353,vcf_only,vcf_only,A,B,0.0,0,1,0.0,0.589899604605966,D,D,D,D,4,4,1,centermask,centermask,A,A,A,1,0,MCQ,grec_hard_composition_gate,GroundedResidualEnergyCompositionHard,true_mcq_grec_hard,,
MMStar,LLaVA-NeXT-8B_Biased_Test,356,tcf_only,both,D,D,1.0,1,1,0.0,0.3925091226124584,D,A,A,A,1,4,0,centermask,gray,D,D,D,0,1,MCQ,grec_hard_composition_gate,GroundedResidualEnergyCompositionHard,true_mcq_grec_hard,,
MMStar,LLaVA-NeXT-8B_Biased_Test,368,vcf_only,vcf_only,D,D,1.0,0,1,0.0,0.3925091226124584,C,D,C,D,4,4,1,gray,gray,D,D,D,0,0,MCQ,grec_hard_composition_gate,GroundedResidualEnergyCompositionHard,true_mcq_grec_hard,,
MMStar,LLaVA-NeXT-8B_Biased_Test,369,vcf_only,vcf_only,B,D,0.0,0,1,0.0,0.831537483767847,B,B,B,B,4,4,0,gray,gray,B,B,B,1,0,MCQ,grec_hard_composition_gate,GroundedResidualEnergyCompositionHard,true_mcq_grec_hard,,
MMStar,LLaVA-NeXT-8B_Biased_Test,371,vcf_only,vcf_only,A,A,1.0,0,1,0.0,0.14222819959258556,C,C,C,A,4,4,1,gray,gray,A,A,A,0,0,MCQ,grec_hard_composition_gate,GroundedResidualEnergyCompositionHard,true_mcq_grec_hard,,
MMStar,LLaVA-NeXT-8B_Biased_Test,372,vcf_only,vcf_only,B,B,1.0,0,1,0.0,0.8117527260542033,D,D,D,D,4,4,1,gray,gray,B,B,B,1,0,MCQ,grec_hard_composition_gate,GroundedResidualEnergyCompositionHard,true_mcq_grec_hard,,
MMStar,LLaVA-NeXT-8B_Biased_Test,374,vcf_only,neither,C,D,0.0,0,0,0.0,0.0,C,C,C,C,4,4,0,gray,gray,C,C,C,1,0,MCQ,grec_hard_composition_gate,GroundedResidualEnergyCompositionHard,true_mcq_grec_hard,,
MMStar,LLaVA-NeXT-8B_Biased_Test,376,vcf_only,vcf_only,D,C,0.0,0,1,0.0,0.08912410707369776,D,D,D,D,4,4,0,strongblur,strongblur,D,D,D,1,0,MCQ,grec_hard_composition_gate,GroundedResidualEnergyCompositionHard,true_mcq_grec_hard,,
MMStar,LLaVA-NeXT-8B_Biased_Test,382,vcf_only,vcf_only,A,B,0.0,0,1,0.0,0.3441753137802386,B,A,B,A,4,4,1,centermask,gray,A,A,A,0,0,MCQ,grec_hard_composition_gate,GroundedResidualEnergyCompositionHard,true_mcq_grec_hard,,
MMStar,LLaVA-NeXT-8B_Biased_Test,384,vcf_only,vcf_only,C,B,0.0,0,1,0.0,1.0,B,B,A,B,4,4,1,strongblur,gray,C,C,C,1,0,MCQ,grec_hard_composition_gate,GroundedResidualEnergyCompositionHard,true_mcq_grec_hard,,
MMStar,LLaVA-NeXT-8B_Biased_Test,389,tcf_only,tcf_only,B,D,0.0,1,0,1.0,0.0,B,D,D,B,1,4,1,centermask,gray,B,B,B,1,0,MCQ,grec_hard_composition_gate,GroundedResidualEnergyCompositionHard,true_mcq_grec_hard,,
MMStar,LLaVA-NeXT-8B_Biased_Test,394,tcf_only,tcf_only,C,C,1.0,1,0,0.01831994561098793,0.0,C,C,C,B,1,4,0,strongblur,centermask,C,C,C,0,0,MCQ,grec_hard_composition_gate,GroundedResidualEnergyCompositionHard,true_mcq_grec_hard,,
MMStar,LLaVA-NeXT-8B_Biased_Test,413,tcf_only,tcf_only,C,D,0.0,1,0,0.0,0.0,C,C,C,A,1,4,1,centermask,gray,C,C,C,0,0,MCQ,grec_hard_composition_gate,GroundedResidualEnergyCompositionHard,true_mcq_grec_hard,,
MMStar,LLaVA-NeXT-8B_Biased_Test,416,tcf_only,tcf_only,A,A,1.0,1,0,0.19546683807162113,0.0,A,A,A,D,1,4,0,strongblur,centermask,A,A,A,0,0,MCQ,grec_hard_composition_gate,GroundedResidualEnergyCompositionHard,true_mcq_grec_hard,,
MMStar,LLaVA-NeXT-8B_Biased_Test,418,vcf_only,vcf_only,A,B,0.0,0,1,0.0,0.7259915125518495,A,A,A,A,4,4,0,strongblur,strongblur,A,A,A,1,0,MCQ,grec_hard_composition_gate,GroundedResidualEnergyCompositionHard,true_mcq_grec_hard,,
MMStar,LLaVA-NeXT-8B_Biased_Test,427,tcf_only,tcf_only,D,D,1.0,1,0,0.0,0.0,D,C,D,D,1,4,1,centermask,gray,D,D,D,1,0,MCQ,grec_hard_composition_gate,GroundedResidualEnergyCompositionHard,true_mcq_grec_hard,,
MMStar,LLaVA-NeXT-8B_Biased_Test,428,vcf_only,vcf_only,A,B,0.0,0,1,0.0,0.2882713956645725,A,A,A,A,4,4,0,gray,gray,A,A,A,1,0,MCQ,grec_hard_composition_gate,GroundedResidualEnergyCompositionHard,true_mcq_grec_hard,,
MMStar,LLaVA-NeXT-8B_Biased_Test,436,vcf_only,vcf_only,B,B,1.0,0,1,0.0,0.7434003314510167,B,B,B,B,4,4,0,centermask,gray,B,B,B,1,0,MCQ,grec_hard_composition_gate,GroundedResidualEnergyCompositionHard,true_mcq_grec_hard,,
MMStar,LLaVA-NeXT-8B_Biased_Test,441,vcf_only,vcf_only,A,B,0.0,0,1,0.0,0.3925091226124584,C,A,A,A,4,4,1,strongblur,strongblur,A,A,A,0,0,MCQ,grec_hard_composition_gate,GroundedResidualEnergyCompositionHard,true_mcq_grec_hard,,
MMStar,LLaVA-NeXT-8B_Biased_Test,456,vcf_only,vcf_only,B,B,1.0,0,1,0.0,0.3925091226124584,B,B,D,B,4,4,0,gray,gray,B,B,B,1,0,MCQ,grec_hard_composition_gate,GroundedResidualEnergyCompositionHard,true_mcq_grec_hard,,
MMStar,LLaVA-NeXT-8B_Biased_Test,461,both,both,B,B,1.0,1,1,0.01642135431647862,1.0,B,C,C,B,1,4,0,strongblur,gray,B,B,B,1,0,MCQ,grec_hard_composition_gate,GroundedResidualEnergyCompositionHard,true_mcq_grec_hard,,
MMStar,LLaVA-NeXT-8B_Biased_Test,462,vcf_only,vcf_only,B,B,1.0,0,1,0.0,0.7939388177938494,B,B,A,B,4,4,0,gray,gray,B,B,B,1,0,MCQ,grec_hard_composition_gate,GroundedResidualEnergyCompositionHard,true_mcq_grec_hard,,
MMStar,LLaVA-NeXT-8B_Biased_Test,464,vcf_only,vcf_only,C,C,1.0,0,1,0.0,0.7965615686677862,C,C,C,C,4,4,0,centermask,gray,C,C,C,1,0,MCQ,grec_hard_composition_gate,GroundedResidualEnergyCompositionHard,true_mcq_grec_hard,,
MMStar,LLaVA-NeXT-8B_Biased_Test,476,both,both,B,B,1.0,1,1,0.025576680028240206,0.3512976132902468,B,B,D,B,1,4,0,gray,gray,B,B,B,1,0,MCQ,grec_hard_composition_gate,GroundedResidualEnergyCompositionHard,true_mcq_grec_hard,,
MMStar,LLaVA-NeXT-8B_Biased_Test,484,vcf_only,vcf_only,B,B,1.0,0,1,0.0,0.5494607889063244,C,C,C,B,4,4,1,centermask,gray,B,B,B,0,0,MCQ,grec_hard_composition_gate,GroundedResidualEnergyCompositionHard,true_mcq_grec_hard,,
MMStar,LLaVA-NeXT-8B_Biased_Test,488,vcf_only,vcf_only,C,B,0.0,0,1,0.0,1.0,B,A,A,C,4,4,1,centermask,gray,C,C,C,0,0,MCQ,grec_hard_composition_gate,GroundedResidualEnergyCompositionHard,true_mcq_grec_hard,,
MMStar,LLaVA-NeXT-8B_Biased_Test,489,vcf_only,vcf_only,C,B,0.0,0,1,0.0,1.0,B,B,B,C,4,4,1,strongblur,gray,C,C,C,0,0,MCQ,grec_hard_composition_gate,GroundedResidualEnergyCompositionHard,true_mcq_grec_hard,,
MMStar,LLaVA-NeXT-8B_Biased_Test,493,vcf_only,vcf_only,C,A,0.0,0,1,0.0,0.21366282373418957,C,A,C,C,4,4,0,centermask,gray,C,C,C,1,0,MCQ,grec_hard_composition_gate,GroundedResidualEnergyCompositionHard,true_mcq_grec_hard,,
MMStar,LLaVA-NeXT-8B_Biased_Test,494,vcf_only,vcf_only,C,C,1.0,0,1,0.0,0.3925091226124584,C,C,C,C,4,4,0,gray,gray,C,C,C,1,0,MCQ,grec_hard_composition_gate,GroundedResidualEnergyCompositionHard,true_mcq_grec_hard,,
MMStar,LLaVA-NeXT-8B_Biased_Test,497,vcf_only,vcf_only,A,D,0.0,0,1,0.0,1.0,A,A,B,A,4,4,0,strongblur,strongblur,A,A,A,1,0,MCQ,grec_hard_composition_gate,GroundedResidualEnergyCompositionHard,true_mcq_grec_hard,,
MMStar,LLaVA-NeXT-8B_Biased_Test,504,vcf_only,vcf_only,B,A,0.0,0,1,0.0,0.6215591359298086,B,B,B,B,4,4,0,centermask,centermask,B,B,B,1,0,MCQ,grec_hard_composition_gate,GroundedResidualEnergyCompositionHard,true_mcq_grec_hard,,
MMStar,LLaVA-NeXT-8B_Biased_Test,507,tcf_only,tcf_only,A,C,0.0,1,0,0.0,0.0,A,C,A,C,2,4,1,gray,gray,A,A,A,0,0,MCQ,grec_hard_composition_gate,GroundedResidualEnergyCompositionHard,true_mcq_grec_hard,,
MMStar,LLaVA-NeXT-8B_Biased_Test,508,vcf_only,vcf_only,B,A,0.0,0,1,0.0,0.9823551579101092,A,B,B,B,3,3,1,centermask,centermask,B,B,B,0,0,MCQ,grec_hard_composition_gate,GroundedResidualEnergyCompositionHard,true_mcq_grec_hard,,
MMStar,LLaVA-NeXT-8B_Biased_Test,509,vcf_only,vcf_only,B,A,0.0,0,1,0.0,0.9186674920322028,B,B,B,B,3,3,0,gray,gray,B,B,B,1,0,MCQ,grec_hard_composition_gate,GroundedResidualEnergyCompositionHard,true_mcq_grec_hard,,
MMStar,LLaVA-NeXT-8B_Biased_Test,514,vcf_only,vcf_only,B,C,0.0,0,1,0.0,0.8699931128273563,B,D,D,B,4,4,0,strongblur,strongblur,B,B,B,1,0,MCQ,grec_hard_composition_gate,GroundedResidualEnergyCompositionHard,true_mcq_grec_hard,,
MMStar,LLaVA-NeXT-8B_Biased_Test,516,vcf_only,vcf_only,C,D,0.0,0,1,0.0,0.34630599865992556,B,C,C,C,4,4,1,centermask,centermask,C,C,C,0,0,MCQ,grec_hard_composition_gate,GroundedResidualEnergyCompositionHard,true_mcq_grec_hard,,
MMStar,LLaVA-NeXT-8B_Biased_Test,518,vcf_only,vcf_only,C,B,0.0,0,1,0.0,1.0,C,D,D,C,4,4,0,strongblur,gray,C,C,C,1,0,MCQ,grec_hard_composition_gate,GroundedResidualEnergyCompositionHard,true_mcq_grec_hard,,
